UF;MUNICÍPIO;IBGE;Comp. CNES;Parcela;Indicador de Equidade e Dimensionamento;Classificação Componente Vínculo;Classificação Componente Qualidade;Teto eSF;Qtde. eSF Credenciadas;Qtde. eSF Homologadas;Qtde. eSF Pagas;Qtde. eSF Completas;Qtde. eSF Incompletas - 75%;Qtde. eSF Incompletas - 50%;Qtde. eSF Incompletas - 25%;Componente Equidade eSF;Vínculo e Acompanhamento territorial eSF;Qualidade eSF;Parcela Adicional - Qualidade;Valor Total eSF;Implantação eSF
RO;PIMENTEIRAS DO OESTE;110146;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RO;PORTO VELHO;110020;JAN/2025;3/12;ESTRATO 4;BOM;BOM;257;83;80;78;50;0;28;0;R$ 768.000,00 ;R$ 384.000,00 ;R$ 384.000,00 ;R$ 0,00 ;R$ 1.536.000,00 ;R$ 0,00 
RO;PRESIDENTE MEDICI;110025;JAN/2025;3/12;ESTRATO 3;BOM;BOM;10;8;8;8;8;0;0;0;R$ 112.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 208.000,00 ;R$ 0,00 
RO;PRIMAVERA DE RONDONIA;110147;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RO;RIO CRESPO;110026;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RO;ROLIM DE MOURA;110028;JAN/2025;3/12;ESTRATO 4;BOM;BOM;31;15;15;15;15;0;0;0;R$ 180.000,00 ;R$ 90.000,00 ;R$ 90.000,00 ;R$ 0,00 ;R$ 360.000,00 ;R$ 0,00 
RO;SANTA LUZIA D'OESTE;110029;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RO;SAO FELIPE D'OESTE;110148;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RO;SAO FRANCISCO DO GUAPORE;110149;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;8;8;8;6;0;2;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
RO;SAO MIGUEL DO GUAPORE;110032;JAN/2025;3/12;ESTRATO 3;BOM;BOM;11;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RO;SERINGUEIRAS;110150;JAN/2025;3/12;ESTRATO 2;BOM;BOM;6;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
RO;TEIXEIROPOLIS;110155;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RO;THEOBROMA;110160;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
RO;URUPA;110170;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RO;VALE DO ANARI;110175;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
RO;VALE DO PARAISO;110180;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RO;VILHENA;110030;JAN/2025;3/12;ESTRATO 4;BOM;BOM;54;31;31;27;27;0;0;0;R$ 324.000,00 ;R$ 162.000,00 ;R$ 162.000,00 ;R$ 0,00 ;R$ 648.000,00 ;R$ 0,00 
RR;ALTO ALEGRE;140005;JAN/2025;3/12;ESTRATO 1;BOM;BOM;12;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
RR;AMAJARI;140002;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
RR;BOA VISTA;140010;JAN/2025;3/12;ESTRATO 4;BOM;BOM;235;210;149;149;145;1;3;0;R$ 1.767.000,00 ;R$ 883.500,00 ;R$ 883.500,00 ;R$ 0,00 ;R$ 3.534.000,00 ;R$ 0,00 
RR;BONFIM;140015;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
RR;CANTA;140017;JAN/2025;3/12;ESTRATO 1;BOM;BOM;10;10;10;10;10;0;0;0;R$ 180.000,00 ;R$ 60.000,00 ;R$ 60.000,00 ;R$ 0,00 ;R$ 300.000,00 ;R$ 0,00 
RR;CARACARAI;140020;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;10;9;9;9;0;0;0;R$ 144.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 252.000,00 ;R$ 0,00 
RR;CAROEBE;140023;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
RR;IRACEMA;140028;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
RR;MUCAJAI;140030;JAN/2025;3/12;ESTRATO 2;BOM;BOM;10;9;9;9;9;0;0;0;R$ 144.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 252.000,00 ;R$ 0,00 
RR;NORMANDIA;140040;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
RR;PACARAIMA;140045;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;10;10;10;10;0;0;0;R$ 160.000,00 ;R$ 60.000,00 ;R$ 60.000,00 ;R$ 0,00 ;R$ 280.000,00 ;R$ 0,00 
RR;RORAINOPOLIS;140047;JAN/2025;3/12;ESTRATO 2;BOM;BOM;18;16;15;14;13;0;1;0;R$ 216.000,00 ;R$ 81.000,00 ;R$ 81.000,00 ;R$ 0,00 ;R$ 378.000,00 ;R$ 0,00 
RR;SAO JOAO DA BALIZA;140050;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RR;SAO LUIZ;140060;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;3;3;0;0;0;0;0;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 
RR;UIRAMUTA;140070;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
RS;ACEGUA;430003;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;1;1;1;0;0;1;0;R$ 7.000,00 ;R$ 3.000,00 ;R$ 3.000,00 ;R$ 0,00 ;R$ 13.000,00 ;R$ 0,00 
RS;AGUA SANTA;430005;JAN/2025;3/12;ESTRATO 4;BOM;BOM;2;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;AGUDO;430010;JAN/2025;3/12;ESTRATO 3;BOM;BOM;8;2;2;2;1;0;0;1;R$ 17.500,00 ;R$ 7.500,00 ;R$ 7.500,00 ;R$ 0,00 ;R$ 32.500,00 ;R$ 0,00 
RS;AJURICABA;430020;JAN/2025;3/12;ESTRATO 4;BOM;BOM;3;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;ALECRIM;430030;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;ALEGRETE;430040;JAN/2025;3/12;ESTRATO 4;BOM;BOM;37;19;19;19;16;0;3;0;R$ 210.000,00 ;R$ 105.000,00 ;R$ 105.000,00 ;R$ 0,00 ;R$ 420.000,00 ;R$ 0,00 
RS;ALEGRIA;430045;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;ALMIRANTE TAMANDARE DO SUL;430047;JAN/2025;3/12;ESTRATO 4;BOM;BOM;1;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;ALPESTRE;430050;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;ALTO ALEGRE;430055;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;ALTO FELIZ;430057;JAN/2025;3/12;ESTRATO 4;BOM;BOM;2;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;ALVORADA;430060;JAN/2025;3/12;ESTRATO 4;BOM;BOM;97;38;38;38;38;0;0;0;R$ 456.000,00 ;R$ 228.000,00 ;R$ 228.000,00 ;R$ 0,00 ;R$ 912.000,00 ;R$ 0,00 
RS;AMARAL FERRADOR;430063;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;AMETISTA DO SUL;430064;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;ANDRE DA ROCHA;430066;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;ANTA GORDA;430070;JAN/2025;3/12;ESTRATO 4;BOM;BOM;3;2;2;2;2;0;0;0;R$ 24.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 48.000,00 ;R$ 0,00 
RS;ANTONIO PRADO;430080;JAN/2025;3/12;ESTRATO 4;BOM;BOM;7;5;5;5;5;0;0;0;R$ 60.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
RS;ARAMBARE;430085;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;ARARICA;430087;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;ARATIBA;430090;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;ARROIO DO MEIO;430100;JAN/2025;3/12;ESTRATO 4;BOM;BOM;11;6;6;6;6;0;0;0;R$ 72.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 144.000,00 ;R$ 0,00 
RS;ARROIO DO PADRE;430107;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;ARROIO DO SAL;430105;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;ARROIO DO TIGRE;430120;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;3;3;3;2;0;1;0;R$ 35.000,00 ;R$ 15.000,00 ;R$ 15.000,00 ;R$ 0,00 ;R$ 65.000,00 ;R$ 0,00 
RS;ARROIO DOS RATOS;430110;JAN/2025;3/12;ESTRATO 3;BOM;BOM;7;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
RS;ARROIO GRANDE;430130;JAN/2025;3/12;ESTRATO 3;BOM;BOM;9;6;6;6;6;0;0;0;R$ 84.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 156.000,00 ;R$ 0,00 
RS;ARVOREZINHA;430140;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;AUGUSTO PESTANA;430150;JAN/2025;3/12;ESTRATO 4;BOM;BOM;4;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;AUREA;430155;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;BAGE;430160;JAN/2025;3/12;ESTRATO 4;BOM;BOM;61;25;27;27;27;0;0;0;R$ 324.000,00 ;R$ 162.000,00 ;R$ 162.000,00 ;R$ 0,00 ;R$ 648.000,00 ;R$ 0,00 
RS;BALNEARIO PINHAL;430163;JAN/2025;3/12;ESTRATO 3;BOM;BOM;8;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;BARAO;430165;JAN/2025;3/12;ESTRATO 4;BOM;BOM;3;2;2;2;2;0;0;0;R$ 24.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 48.000,00 ;R$ 0,00 
RS;BARAO DE COTEGIPE;430170;JAN/2025;3/12;ESTRATO 4;BOM;BOM;4;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;BARAO DO TRIUNFO;430175;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BARRA DO GUARITA;430185;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BARRA DO QUARAI;430187;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;1;0;1;0;R$ 21.000,00 ;R$ 9.000,00 ;R$ 9.000,00 ;R$ 0,00 ;R$ 39.000,00 ;R$ 0,00 
RS;BARRA DO RIBEIRO;430190;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;BARRA DO RIO AZUL;430192;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BARRA FUNDA;430195;JAN/2025;3/12;ESTRATO 4;BOM;BOM;1;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;BARRACAO;430180;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;1;0;1;0;R$ 21.000,00 ;R$ 9.000,00 ;R$ 9.000,00 ;R$ 0,00 ;R$ 39.000,00 ;R$ 0,00 
RS;BARROS CASSAL;430200;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
RS;BENJAMIN CONSTANT DO SUL;430205;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BENTO GONCALVES;430210;JAN/2025;3/12;ESTRATO 4;BOM;BOM;64;16;16;16;14;2;0;0;R$ 186.000,00 ;R$ 93.000,00 ;R$ 93.000,00 ;R$ 0,00 ;R$ 372.000,00 ;R$ 0,00 
RS;BOA VISTA DAS MISSOES;430215;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BOA VISTA DO BURICA;430220;JAN/2025;3/12;ESTRATO 4;BOM;BOM;4;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;BOA VISTA DO CADEADO;430222;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;0;0;1;0;R$ 7.000,00 ;R$ 3.000,00 ;R$ 3.000,00 ;R$ 0,00 ;R$ 13.000,00 ;R$ 0,00 
RS;BOA VISTA DO INCRA;430223;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BOA VISTA DO SUL;430225;JAN/2025;3/12;ESTRATO 4;BOM;BOM;1;0;0;0;0;0;0;0;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 ;R$ 0,00 
RS;BOM JESUS;430230;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;BOM PRINCIPIO;430235;JAN/2025;3/12;ESTRATO 4;BOM;BOM;7;4;4;4;4;0;0;0;R$ 48.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 96.000,00 ;R$ 0,00 
RS;BOM PROGRESSO;430237;JAN/2025;3/12;ESTRATO 3;BOM;BOM;1;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;BOM RETIRO DO SUL;430240;JAN/2025;3/12;ESTRATO 4;BOM;BOM;6;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;BOQUEIRAO DO LEAO;430245;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;BOSSOROCA;430250;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;BOZANO;430258;JAN/2025;3/12;ESTRATO 4;BOM;BOM;1;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;BRAGA;430260;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;BROCHIER;430265;JAN/2025;3/12;ESTRATO 4;BOM;BOM;3;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;BUTIA;430270;JAN/2025;3/12;ESTRATO 3;BOM;BOM;10;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
RS;CACAPAVA DO SUL;430280;JAN/2025;3/12;ESTRATO 4;BOM;BOM;17;5;5;5;5;0;0;0;R$ 60.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
RS;CACEQUI;430290;JAN/2025;3/12;ESTRATO 3;BOM;BOM;6;6;6;6;5;0;1;0;R$ 77.000,00 ;R$ 33.000,00 ;R$ 33.000,00 ;R$ 0,00 ;R$ 143.000,00 ;R$ 0,00 
RS;CACHOEIRA DO SUL;430300;JAN/2025;3/12;ESTRATO 4;BOM;BOM;41;11;11;11;11;0;0;0;R$ 132.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 264.000,00 ;R$ 0,00 
RS;CACHOEIRINHA;430310;JAN/2025;3/12;ESTRATO 4;BOM;BOM;71;15;15;15;15;0;0;0;R$ 180.000,00 ;R$ 90.000,00 ;R$ 90.000,00 ;R$ 0,00 ;R$ 360.000,00 ;R$ 0,00 
RS;CACIQUE DOBLE;430320;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CAIBATE;430330;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CAICARA;430340;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CAMAQUA;430350;JAN/2025;3/12;ESTRATO 4;BOM;BOM;32;14;14;13;13;0;0;0;R$ 156.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 312.000,00 ;R$ 0,00 
RS;CAMARGO;430355;JAN/2025;3/12;ESTRATO 4;BOM;BOM;2;1;1;1;1;0;0;0;R$ 12.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 24.000,00 ;R$ 0,00 
RS;CAMBARA DO SUL;430360;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
RS;CAMPESTRE DA SERRA;430367;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;1;1;1;1;0;0;0;R$ 14.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 26.000,00 ;R$ 0,00 
RS;CAMPINA DAS MISSOES;430370;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CAMPINAS DO SUL;430380;JAN/2025;3/12;ESTRATO 4;BOM;BOM;3;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
RS;CAMPO BOM;430390;JAN/2025;3/12;ESTRATO 4;BOM;BOM;32;15;15;15;15;0;0;0;R$ 180.000,00 ;R$ 90.000,00 ;R$ 90.000,00 ;R$ 0,00 ;R$ 360.000,00 ;R$ 0,00 
RS;CAMPO NOVO;430400;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CAMPOS BORGES;430410;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
RS;CANDELARIA;430420;JAN/2025;3/12;ESTRATO 4;BOM;BOM;15;3;3;3;3;0;0;0;R$ 36.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 72.000,00 ;R$ 0,00 
