CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A 1ª CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA ;TER PELO MENOS 09 CONSULTAS POR MÉDICA(O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA ;TER PELO MENOS 09 REGISTROS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER RECEBIDO PELO MENOS 02 VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 DIAS DE VIDA E A SEGUNDA ATÉ OS 06 MESES DE VIDA;TER SIDO VACINADA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;NÚMERO TOTAL DE CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;PONTUAÇÃO
2486814;UNIDADE DE SAUDE LOURENCO NEVES CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;38229;EQUIPE 02;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;2;1;6;0;4;260;13;20
2546701;UNIDADE SAUDE DA FAMILIA SAO JOSE RURAL;CENTRO DE SAUDE/UNIDADE BASICA;37672;SETOR SAO JOSE I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;13;2;2;8;9;680;40;17
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;2423979;ESF ALIANCA II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;7;1;0;4;8;400;32;12,5
688010;UNIDADE DA SAUDE DA FAMILIA SETOR AEROPORTO;CENTRO DE SAUDE/UNIDADE BASICA;2231476;ESF AEROPORTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;3;1;0;3;7;280;17;16,47
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;37613;USF-SETOR ALIANCA;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;14;2;2;10;6;680;38;17,89
7065310;UNIDADE DE SAUDE FAMILIA SAO JOSE II IRACY GOMES DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;37699;SETOR SAO JOSE II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;5;1;0;9;12;540;41;13,17
2546728;UNIDADE SAUDE DA FAMILIA SETOR PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;37656;SETOR PLANALTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;13;0;0;3;14;600;48;12,5
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37664;CENTRO I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;12;1;1;4;12;600;47;12,77
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37621;CENTRO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;8;3;1;11;8;620;30;20,67
2486806;UNIDADE BASICA DE SAUDE DOMINGOS FERREIRA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;38210;EQUIPE 01;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;15;7;5;10;19;1120;46;24,35
2486814;UNIDADE DE SAUDE LOURENCO NEVES CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;38229;EQUIPE 02;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;2;1;6;0;4;260;13;20
2468654;UNIDADE BASICA DE SAUDE TEREZINHA DE JESUS STA RITA;CENTRO DE SAUDE/UNIDADE BASICA;39713;EQUIPE URBANA;eSF;SANTA RITA DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;18;25;14;13;16;1720;53;32,45
2468603;UNIDADE BASICA DE SAUDE DA FAMILIA CRIXAS;CENTRO DE SAUDE/UNIDADE BASICA;37354;UNIDADE DE CRIXAS;eSF;CRIXÁS DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;4;4;4;0;3;300;15;20
2467550;CENTRO DE SAUDE LUISA PINHEIRO BARROS DUERE;CENTRO DE SAUDE/UNIDADE BASICA;37524;DUERE;eSF;DUERÉ;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;18;4;4;5;7;760;29;26,21
9455795;POSTO DE SAUDE MAE BIA;CENTRO DE SAUDE/UNIDADE BASICA;37532;EQUIPE 2;eSF;DUERÉ;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;14;3;2;3;10;640;38;16,84
9078835;UNIDADE BASICA DE SAUDE NELCINDO JOAO CALLAI;CENTRO DE SAUDE/UNIDADE BASICA;37575;EQUIPE 01;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;17;1;14;4;12;960;81;11,85
2486857;CENTRO DE SAUDE OLAVO RODRIGUES DE MATOS;CENTRO DE SAUDE/UNIDADE BASICA;1468782;EQUIPE 02;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;1;0;3;0;3;140;12;11,67
2486806;UNIDADE BASICA DE SAUDE DOMINGOS FERREIRA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;38210;EQUIPE 01;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;15;8;4;12;18;1140;45;25,33
2486814;UNIDADE DE SAUDE LOURENCO NEVES CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;38229;EQUIPE 02;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;2;2;4;0;5;260;11;23,64
9078835;UNIDADE BASICA DE SAUDE NELCINDO JOAO CALLAI;CENTRO DE SAUDE/UNIDADE BASICA;37575;EQUIPE 01;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;12;1;10;4;11;760;71;10,7
2486857;CENTRO DE SAUDE OLAVO RODRIGUES DE MATOS;CENTRO DE SAUDE/UNIDADE BASICA;1468782;EQUIPE 02;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;1;0;4;0;4;180;13;13,85
2546701;UNIDADE SAUDE DA FAMILIA SAO JOSE RURAL;CENTRO DE SAUDE/UNIDADE BASICA;37672;SETOR SAO JOSE I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;13;2;1;7;11;680;39;17,44
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;2423979;ESF ALIANCA II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;7;1;0;4;8;400;28;14,29
688010;UNIDADE DA SAUDE DA FAMILIA SETOR AEROPORTO;CENTRO DE SAUDE/UNIDADE BASICA;2231476;ESF AEROPORTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;2;1;0;3;7;260;16;16,25
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;37613;USF-SETOR ALIANCA;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;13;2;2;9;9;700;36;19,44
7065310;UNIDADE DE SAUDE FAMILIA SAO JOSE II IRACY GOMES DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;37699;SETOR SAO JOSE II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;4;1;0;9;13;540;45;12
2546728;UNIDADE SAUDE DA FAMILIA SETOR PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;37656;SETOR PLANALTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;11;0;0;3;15;580;49;11,84
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37664;CENTRO I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;14;2;1;6;13;720;45;16
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37621;CENTRO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;7;4;1;12;9;660;28;23,57
2486806;UNIDADE BASICA DE SAUDE DOMINGOS FERREIRA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;38210;EQUIPE 01;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;15;8;4;12;18;1140;45;25,33
2486814;UNIDADE DE SAUDE LOURENCO NEVES CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;38229;EQUIPE 02;eSF;JAÚ DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;2;2;4;0;5;260;11;23,64
2468654;UNIDADE BASICA DE SAUDE TEREZINHA DE JESUS STA RITA;CENTRO DE SAUDE/UNIDADE BASICA;39713;EQUIPE URBANA;eSF;SANTA RITA DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;19;22;12;12;19;1680;57;29,47
2468603;UNIDADE BASICA DE SAUDE DA FAMILIA CRIXAS;CENTRO DE SAUDE/UNIDADE BASICA;37354;UNIDADE DE CRIXAS;eSF;CRIXÁS DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;1;5;5;0;7;360;18;20
2467550;CENTRO DE SAUDE LUISA PINHEIRO BARROS DUERE;CENTRO DE SAUDE/UNIDADE BASICA;37524;DUERE;eSF;DUERÉ;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;17;4;4;4;8;740;27;27,41
9455795;POSTO DE SAUDE MAE BIA;CENTRO DE SAUDE/UNIDADE BASICA;37532;EQUIPE 2;eSF;DUERÉ;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;11;4;2;4;10;620;36;17,22
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;8;7;8;13;32;1360;64;21,25
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;8;2;2;6;17;700;27;25,93
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;14;4;3;13;19;1060;49;21,63
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;18;9;9;7;18;1220;33;36,97
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;23;6;5;4;19;1140;37;30,81
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;15;6;5;8;17;1020;39;26,15
9456554;UBS RAIMUNDO ROSA 02;CENTRO DE SAUDE/UNIDADE BASICA;35807;UBS RAIMUNDO ROSA 2;eSF;ALVORADA;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;0;0;0;0;0;0;0;0
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;10;0;0;13;34;1140;85;13,41
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;2;0;0;5;9;320;25;12,8
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Abril;Desenvolvimento Infantil;13;1;1;18;19;1040;56;18,57
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;5;2;3;13;19;840;55;15,27
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;8;2;1;5;9;500;20;25
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;15;4;5;15;25;1280;47;27,23
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;15;3;3;6;11;760;34;22,35
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;31;8;10;7;26;1640;47;34,89
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;18;3;4;7;14;920;35;26,29
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;2;0;0;1;2;100;14;7,14
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;8;0;0;13;25;920;74;12,43
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;4;1;0;5;7;340;28;12,14
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Agosto;Desenvolvimento Infantil;11;1;1;14;15;840;50;16,8
2468603;UNIDADE BASICA DE SAUDE DA FAMILIA CRIXAS;CENTRO DE SAUDE/UNIDADE BASICA;37354;UNIDADE DE CRIXAS;eSF;CRIXÁS DO TOCANTINS;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;4;9;6;0;13;640;23;27,83
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;11;9;8;17;39;1680;65;25,85
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;5;1;1;7;20;680;29;23,45
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;11;5;4;13;22;1100;45;24,44
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;21;7;6;9;24;1340;37;36,22
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;24;5;4;7;24;1280;41;31,22
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;15;6;3;7;20;1020;41;24,88
9456554;UBS RAIMUNDO ROSA 02;CENTRO DE SAUDE/UNIDADE BASICA;35807;UBS RAIMUNDO ROSA 2;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;0;0;0;2;8;200;15;13,33
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;9;0;0;16;41;1320;83;15,9
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;2;0;0;4;8;280;20;14
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;14;0;0;18;22;1080;58;18,62
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;11;14;9;20;41;1900;71;26,76
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;5;1;1;7;20;680;28;24,29
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;13;5;4;14;25;1220;46;26,52
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;22;7;6;8;24;1340;38;35,26
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;23;5;5;8;26;1340;42;31,9
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;12;6;3;8;23;1040;39;26,67
9456554;UBS RAIMUNDO ROSA 02;CENTRO DE SAUDE/UNIDADE BASICA;35807;UBS RAIMUNDO ROSA 2;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;0;0;0;4;9;260;17;15,29
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;9;0;0;15;41;1300;78;16,67
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;3;0;0;4;11;360;25;14,4
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;16;0;0;18;27;1220;61;20
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;6;3;3;10;20;840;53;15,85
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;7;1;1;6;10;500;21;23,81
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;16;4;4;15;25;1280;49;26,12
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;16;4;5;8;10;860;30;28,67
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;26;6;7;4;24;1340;42;31,9
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;14;3;3;6;13;780;31;25,16
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;0;0;0;1;6;140;16;8,75
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;9;0;0;13;29;1020;77;13,25
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;2;1;0;5;7;300;25;12
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;12;1;1;15;14;860;53;16,23
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;8;4;5;14;24;1100;58;18,97
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;7;2;2;5;11;540;21;25,71
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;4;4;15;24;1260;48;26,25
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;6;7;6;13;960;29;33,1
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUAÇU;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;26;6;6;3;24;1300;42;30,95
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUAÇU;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;6;5;7;18;1040;37;28,11
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;0;0;0;1;7;160;16;10
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;10;0;0;13;34;1140;86;13,26
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;2;0;0;5;6;260;26;10
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;13;1;1;16;17;960;57;16,84
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;8;4;5;14;24;1100;57;19,3
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;7;3;3;5;14;640;24;26,67
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUAÇU;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;16;4;4;14;18;1120;50;22,4
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUAÇU;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;17;8;8;6;15;1080;33;32,73
